"teks","label"
"Malam ini ada wanita dengan paket lengkap yang mampir ke Vincent Desta Show. Tidak lain dan tidak bukan, Nagita Slavina! Sudah tayang di Youtube Vindes. Klik youtu.be/_2JuV1Ge7BQ #Vindes #VincentandDesta https://t.co/Bq7PH9IPCS","no"
"@skrrtppel @restorasee @hourlyidn vincent desta gocek (gocipin cepak bola)","no"
"@anang_batas Boyband sing kancane Vincent Desta? Nsync storia #tet","no"
"@yourbae Kok mau mauan di undang vindes subuh subuh bang ? Duo kocakk vincent desta wkwk..","no"
"Baju kokonya Vincent Desta tjakep deh!","no"
"@thejurgenholic Jihyo mirip sama cewek yang sama Vincent Desta tuh,siapa lupa namanya","no"
"@idextratime ngerri vincent desta","no"
"COKI MUSLIM DAN VINCENT DESTA SAMA-SAMA PERNAH KENA KASUS HUKUM! KAPOK??? youtu.be/eJpDcr-9Svg via @YouTube","no"
"Vincent &gt; Desta","no"
"DEMI ALLLAH RANDOM BGTT TBTB JOIN BUKBER KOMUNITAS VINDES(??) ALIAS FANS VINCENT&amp;DESTA ?????? MANA ADA ACARA TUKER KADOO GUE DPT COKK ???? MEREKA SERU PECAH ABISSS ???? mff emot nangis smw tp asliny seneng ko ???? https://t.co/WdaObRa5F3","no"
"Tuh denger kata habib?? #???????????? #gntm #SUGA #AFHS #thepassion #WhereisPushpa #AgustD #bursa #tonightshow #vincent #desta #habibjafar #ManchesterUnited https://t.co/9d9eQw0FP8","no"
"@convomfs Cak lontong, dodit, wendy cagur, andre taulany, vincent desta","no"
"gara-gara nonton vincent desta nih jadi paham spontan uhuy :))","no"
"Coki - Muslim X Vincent - Desta ????????","no"
"@VINDESAGENCY Ngakak Vincent desta rl kan maksudnya?","no"
"@ulasinema Kok belum ada replies atau qrt Vincent &amp; Desta ya https://t.co/a3f2yTo316","no"
"Gue suka Vincent Desta. ??","no"
"Vincent Desta adalah cikal bakal Coki Muslim ?????? youtube.com/watch?v=eJpDcr…","no"
"Kalo puasa keingetan main #sawityowit sm vincent desta. Anjir tahun berapa ya itu ktknya gua smp dah wkskwk tua bgt","no"
"@txtdarigajelas Waktu masih Vincent &amp; Desta Show with Hesty  Enzy mana bintang tamunya itu itu terus.. ??","no"
"@Metarawitwin kalo di indo udah diajak gabung sama vincent desta gaksie??????","no"
"junan cover Nirvana!! nan lu harus ketemu Vincent desta sih kata akuu ?? nyambung bangetttt pasti obrolannya ??","no"
"sekarang tiap denger lagu naff yang ini, selalu nyanyi pake liriknya vincent desta anjir ?? open.spotify.com/track/3n9Rplkk…","no"
"WKWKWKWKWKWKWKWKKWKWKWKWKW LUCU BANGET TAEEEE COKI MUSLIM DAN VINCENT DESTA SAMA-SAMA PERNAH KENA KASUS HUKUM! KAPOK??? youtube.com/watch?v=eJpDcr…","no"
"@unmagnetism Ahmad dhani, Vincent desta","no"
"vincent desta dipecat dari mtv bujang gara-gara ngeledek logo globaltv","no"
"Bang, gue ngarep banget bisa liat lu jadi komentator kayak vincent desta gara2 ini????","no"
"Minions gue rasa ikutnya vindes sport nanti lawan vincent desta","no"
"@vindestwitt Vincent Desta oomleo ebel marshel indra jegel mami Nunung chef norman chef willgoz chef Martin.","no"
"@vindestwitt Vincent Desta Hesti Enzy om leo dan Bu sisca.","no"
"@patragumala vincent desta sule andre mnurut gw setelah alm olga komeng adul","no"
"@gorgeuis Vincent Desta","no"
"Ibarat vincent - desta, vincent cuma kasih lambungan jokes sedikit aja, desta pasti paham dan masuk ke jokesnya. Beda cerita klo vincent partneran sm irfan hakim atau raffi ahmad, pasti kurang. Jot harusnya bisa ngeliat itu dr para member.","no"
"@nagacentil Vincent Desta sudah meramal ini dari jaman dulu youtu.be/hmCU87jHS7A","no"
"ACG Aku Cinta Gunung, Vincent &amp; Desta Naik Gunung Eiger? youtu.be/m3dxLLCmEuo via @YouTube","no"
"vincent desta","no"
"@SuiciDeSpair_ Punk, pemuda urakan namun kreatif kalo.kata Vincent Desta","no"
"lawakan mereka tuh kyk gimmick vincent desta bgtt ?? https://t.co/CdBbuNKqcT","no"
"@keitaloverbot OALAH, TAU-TAU. EGK MW MENDING SM VINCENT DESTA","no"
"@G3M4THs geng motor nya vincent desta??????????????","no"
"@falenzaman Vincent desta, Onald, surya indra jegel, boris bokir...","no"
"@keitaloverbot MANG SYP SI, KAN VINCENT DESTA ?? AK EGK TW GOMEN","no"
"@yujinpow BUKAN VINCENT DESTA BJIER????????????????????","no"
"Verified Senin artinya Vincent Desta Show, yang malam ini bersama Jeriko Panggabean; ialah sahabat lama Vincent. Apakah yang akan dibongkar dan terbongkar? Tongton dan saskikan di Youtube Vindes sekarang. Klik youtu.be/Q7MeUzbCa_U #Vindes #VincentandDesta https://t.co/Y0zHbsC9Va","no"
"vincent desta cabang korea https://t.co/6PLyTI03du","no"
"Diprank ini ada Vincent Desta di Jerman!! youtube.com/live/fDhdKCTM3… #Vindes #RamadanBarengVindes https://t.co/lnDJAh81EN","no"
"@vindestwitt opini pribadi saya nih, ga seseru tahun kemarin. Vincent Desta malah minim keliatan saya cuma nonton hari pertama, itu juga ga sampe kelar ??","no"
"SAHABAT SEJATI VINCENT DESTA MINGGIRRRRRRRRRRRR https://t.co/lAOwJxtJSy","no"
"@Jihagn @nixies TMI hari ini ada new performance dari Jikmin di The Tonight Show punya Jimmy Fallon, bukan punya Vincent Desta ya hati hati penipuan","no"
"vincent desta kece banget dah kacauuu...??","no"
"@DyahWeru_Z Channel youtube nya vincent desta.. kalo buka puasa ada acaranya, terus ada adzan nya, yg adzan dikta","no"
"kenapa hostnya bukan vincent desta","no"
"@notyoursst00pid @PartaiSocmed klo hesti, vincent desta dan enzy liat ini pasti pada heboh eh eh eh siapa tuh, siapa tuh","no"
"@vindestwitt Knp di bukber gak ada vincent desta nya?","no"
"@pandji termasuk Vincent - Desta dong yes loyalis beliau yang masuk kategori, dekat dengan pemuda &amp; olahraga. mengingat rekam jejak abdee slank yang bisa jadi komisaris bumn yekan","no"
"Mau berterimakasih sama om vincent desta, makasih banyak udah hadir di dunia dengan membawa banyak kecerian dan kebahagian pada semua orang termasuk aku salah satunya, udah jadi tempat kalo lagi sedih, udah nemenin ngerjain tugas laporan di tiap-tiap malemnya.","no"
"@interistakarbit oomleo circle nya keren gak alay kaya ditho. gue pernah bukber bareng goodnight electric, goodfriends, vincent, desta di tebet. yg emang kebetulan mereka sohib","no"
"Sambut Ramadan 2023, Vincent Desta Punya Progam Ramadan Bareng Vindes dlvr.it/SlDr0K","no"
"@kikysaputrii @adjisdoaibu @Standupindo @abraham_TS Wkwkwk, minta maaf sama aku ya kak. Aku penggemar Vincent Desta Hesti Enzy ??","no"
"terakhir kapan ya nonton tonight show ?? padahal duluu ga pernah absen nonton vincent desta, sekarang udah hampir ga pernah ?? paling cuma sekilas lihat cuplikan2nya di tiktok ??","no"
"Pagi2 gue udah nangis banget liat Vincent Desta ????????","no"
"@perspillantwt iki lucu banget ekspresi vincent desta","no"
"imagine vincent &amp; desta invite them to tonight show","no"
"i can see b&amp;e in vincent &amp; desta","no"
"Malam ini Vincent &amp; Desta kedatangan seseorang mutiara dari timur yang adalah @marionjolamj. Tonton keseruan obrolannya di Youtube Vindes. Meluncur! Sudah tayang! youtube.com/watch?v=9SxBXT… #Vindes #VincentandDesta https://t.co/huO518wYPZ","no"
"bisa aja nih vincent desta https://t.co/YKmVsUjCpB","no"
"@tanyakanrl vincent desta komedia ga sie, pokonya mreka terlucu dah menurut ku","no"
"((jimin fallon)) (((acaranya vincent desta)))","no"
"@indomyfess iya bener vincent desta","no"
"((Jimin fallon)) ((tonight show)) ((Vincent desta)) ??????","no"
"@indomyfess Tapi tonight show vincent desta emang terinspirasi dari typical US talkshow sih, makanya vibesnya mirip.","no"
"@dunkinlemon Kaget. Gue kira beneran ke vincent desta??","no"
"Anjweengg ketawa bgttt plissss Vincent desta gak tujhh??????","no"
"@txtdrindomy acara Vincent desta ????","no"
"@txtdrindomy Bayangin aja keacara Vincent Desta suatu saat nanti","no"
"@txtdrindomy Vincent desta????","no"
"@vindestwitt Vincent, desta, om leo","no"
"@kittycathae Yes, in Indonesia we have VinDes (Vincent&amp;Desta), like D&amp;E, both came from same group and have best chemistry..they started from a show on mtv and now they have their own youtube chnl..i also hope our D&amp;E will have their own chane","no"
"Vincent &amp; Desta enak banget, dapet endorse dari Eiger untuk langsung naik gunung di Swiss.","no"
"@xxrickyshen vincent from vindes vincent desta iya apa iya","no"
"Vincent &amp; Desta","no"
"gwendeng semalem ak mimpi ada vincent desta ada dirumah trs maen ke kamar dh kek sodara kandung sendiri woyyyy. rasae kek nyata dan pas mimpi itu ngira mimpi tp ternyata nyata *paham g si*, pdhl mimpi yaAllahhhhh","no"
"@putpuwi dochi sadega. vincent desta masih suka bingung kan apa itu musik bergenre ""pop punk"". nah dochi orang yang tepat untuk menjabarkan semua itu","no"
"Zara udah bukan JKT48 main ke Vincent &amp; Desta Show malam ini. Sudah tayang di Youtube Vindes. Klik youtu.be/qIJfDolxJXg #Vindes #VincentandDesta https://t.co/kHfLduQKGJ","no"
"Ada yg udh liat video sy tanding bola pimpong bareng Vincent, Desta, Andre dan Dikta? Klo blm yuk langsung ke channel youtube nya Vindest!???????? https://t.co/FQuipnl0J5","no"
"@scheulleo Yang host Vincent desta ya? ??","no"
"Rony ini kayaknya sering nonton tonight show. Jokes sama gimmick nya mirip Vincent, Desta?? orang kok lucu terus wkwkwk","no"
"@MafiaWasit Logo kui inspiratif, nyatane Vincent desta melu"" Logone ngono","no"
"ngehe mohan, baskara, ari lesmana, vincent desta definisi cowo keren menurut gue??","no"
"@berlianidris @kikysaputrii Banyak kasus kaya gitu dok, Vincent Desta jg kena. Dengar aj d trio Kurnia. Belum yg masyarakat biasa","no"
"versi indonya iqbaal, arbani yasiz, vincent, desta, SYP LG YA KO TBTB LUPA","no"
"@tanyakanrl VINCENT DESTA DANILA RIYADI REFAL HADY HERJUNOT ALI TORA SUDIRO RONALD LUKMAN SARDI MAUDY AYUNDA ARI IRHAM","no"
"@torantula Vincent , Desta , Stepi item , Babang tamvan andika","no"
"Kalo mau nyebutin banyak nih. Terbaru paling gerombolannya Vincent &amp; Desta. Ga harus jadi orang event, tapi kalo bisa ajak temen yg ""ga punya malu"" alias bisa diajak nyelinap ke backstage (ajaran-ajakan temen yg fans berat SID sampe kemarin nemuin langsung).","no"
"@tanyakanrl vincent, desta, nycta gina, duta so7. udh si. kalo konser banyak.","no"
"@tanyakanrl Dedi cahyadi Letto Sheila on 7 Ardhito Denny Caknan Febby Putri Coki muslim Coldiac Dzawin Pee wee gaskins Vierra JKT 48 Gangga Tiara Andini Okin Onad Vincent desta","no"
"@F4LL1N111 Tonight show vincent-desta?","no"
"vincent desta","no"
"@mrdhbai @Askrlfess Nama fans nya Vincent Desta","no"
"@tanyakanrl Ini vincent desta?","no"
"Snu-jaeung ?? vincent-desta","no"
"Kalau jatuh ke lubang yang sama apa bahasa sundanya? ???? .. ?? @tonightshow_net .. #Ridwankamil #RKJabarjuara #JabarJuara #IndonesiaJuara #tonightshow #sunda #bahasasunda #sundanese #basasunda #vindes #vincent #desta https://t.co/puXBg2FLtP","no"
"Selamat malam orang orang lemah. Malam ini akan ada @anwarcoki yang akan mengibril bersama Vincent &amp; Desta. Sudah tayang di Youtube Vindes. Klik youtu.be/IBJki2BY4yk #Vindes #VincentandDesta https://t.co/wQsErO2v1j","no"
"~ Trio Kurnia Ketawa bareng sama 3 bapak2 kocak, Vincent, Desta dan Andre Taulany ~ Deddy Issues Jadi lebih pintar karena dengerin podcast yang diisi sama om deddy ini","no"
"@RuangLucuuu 1 Nadia Omara 2 Vincent &amp; Desta 3Maling mamat keliling 4 Lankybox 5 Cocomelon","no"
"@fleurdelucour Kalo tiba tiba komedi, vincent desta??","no"
"@tanyarlfes tadi banget abis mimpi vincent desta jadi tukang pempek keliling tapi teriaknya 'videoo videoo video' demi apapun ngga ngerti samsek","no"
"random banget pikiran gw.. tapi kayaknya kalo junhan ketemu Vincent Desta atau kalo junhan di undang ke YouTube nya vindes obrolan mereka bakal nyambung ??","no"
"Vincent Desta segala dibahas https://t.co/6PNZDBRvN7","no"
"I imagine if Kingdom gets the chance to interview here, they will feel father's jokes of Vincent - Desta (they are famous hosts and comedians in Indonesia) Especially Dann &amp; Louis?? *manifest @netmediatama @KINGDOM_GFent @WarnerMusicID ?? https://t.co/WrkMdLzNmn","no"
"Ngak pernah terlintas di kepala ku sedikit pun kalo cravity bakal ngobrol sama Vincent  Desta ??","no"
"Vincent desta ngobrol sama  cravity ?????? gak pernah kebayangg","no"
"never in my dream i’d imagine cravity meeting vincent desta ?? is this real like REAALL??","no"
"@NFADavid Vincent &amp; Desta","no"
"iqbaal, om vincent&amp;desta disatu frame???? gbs move on dr konser inii https://t.co/CHjf3fpss4","no"
"Pengalaman nonton Club 80's (Vincent+Desta), Sheila On 7, Noah. dalam panggung yang sama. https://t.co/9MC3QlE6Dp","no"
"@goodl_uck Kalo host-nya sekaliber Vincent Desta mungkin akan enak flow-nya. Bahaya malah jadi bahan julid nanti.","no"
"@convomfs Story gw diliat vincent desta aja seneng bgt dulu, ketawa 5 menit sambil ngasih tau keluarga sama temen"" hahahaha","no"
"Supris untuk Vivin Dedes, malam ini akan ada Vincent Desta Show edisi spesial HUT Vindes kedua. Kami mengundang Vivin Dedes dari Jakarta, Bandung, Solo untuk datang ke studio Vindes.  Telah tayang, klik youtu.be/AGX3XWtevJ8 #Vindes #VindesYaHUTNihYee #VincentandDesta https://t.co/jnIL9Eznbq","no"
"Dulu waktu jaman aku jadi fans nya clubeighties, aku cuman perlu beli cd original buat dapetin tandatangan vincent desta lembu clift sama sukma, kalo mau stikernya beli majalah aneka yess!!, sekarang aku mau ketemu taehyung harus investasi dulu????? sungguh perbedaan yang yahh??","no"
"Pernah denger vindes tapi lupa vincent / desta nya ya, gitu sama salah diagnosa sampe hrs operasi. Sampe akhirnya dia cek ke rs spore, ternyata ga perlu sampe operasi dan diagnosanya beda jauh. ?? kalo w pribadi gapernah soalnya gapernah ke dokter kalau ga ranap","no"
"vincent desta??","no"
"Studio Vincent Desta Show malam ini kedatangan salah satu pemenang dari pertandingan ganda Tepok Bulu lalu, plis welkam @ericarl_ ! Sudah tayang di Youtube Vindes. Klik youtu.be/OmRbMIgFhzI #Vindes #VincentandDesta https://t.co/9jBdPHcPRi","no"
"jadi inget cerita vincent yang selalu ikut Abangnya (mas cliff) tiap kali ngumpul sama gank nya ?? awal mula ketemu nya vincent desta gara2 si Vincent ngintilin abang nya mulu tiap main ??","no"
"@blueoreenjii @convomfs wkwkwkw aku bacanya pake nada vincent desta??","no"
"Coba belajar idealis kaya gini dari vincent desta deh","no"
"@overcontrolneed Mungkin kalo ngobrolnya sama vincent desta sih bisa aja tu nanya ttg next step yg kaitannya g cuma berkutat di personal ??","no"
"@Gank_Of_Petojo Otong koil pernah om.. Di bahas di podcast nya vincent desta pas waktu dia kena SANTET. trs di lakban kan sama dia ke perut krn bengkak. trs ntar kempes sendiri. HAAA mau ngakak takut kena santet..","no"
"@Stakof Dari komeng, jerome polin, prediksi, vincent desta, ampe fanny soegi wkwkwkwkwk. Emanf bener sih artis tuh jgn main twitter dah. Sakit hati sendiri nanti baca nyinyiran netizen","no"
"Kurang Vincent, Desta sama Enzy aja https://t.co/lipFkFc2hH","no"
"Gimana caranya?! Simak Sobi! ? Dateng ke @iims di hari Jumat, 24 Februari jam 14.00 ? Yang pasti ke booth mobbi dong! ? Foto/ Videoin Vincent &amp; Desta lagi di booth mobbi ? Post to IGS, tag @mobbi.id @vincentrompies @desta80s","no"
"Nontonin konten Vincent-Desta ngakak mulu sampe batuk2. Sumpah ni 2 orang kenapa lucunya natural sih ??????????????????","no"
"Humorku sebatas nonton lala sama vincent desta","no"
"kalo liat mereka tuh kayak ngeliat Vincent Desta ?????? twitter.com/ildanhyukhae/s…","no"
"@ontotheropes sukebak tuhh idenya dari gamenya vincent desta enji di tonight show (gak tau sih bener apa enggak). tapi tuh kayaknya dulu muncit pernah main sukebak juga deh yang asli. twitter.com/at_three_am/st…","no"
"@vindestwitt VDkate = Vincent Desta suka ayam kate","no"
"Vincent Desta ini mah?? twitter.com/nctzenbase/sta…","no"
"Fakta Durian Gajah yang Dibahas Vincent Desta, Harganya Jutaan! Jerome belum tahu nih... #Vindes #durian #morn #minggu pasundan.jabarekspres.com/2023/02/18/dur…","no"
"makan yupi sambil nonton vincent desta, dengerin lagu shawn mendes, liat pidio tiktok kucing, nonton mukbang, tidur, marathon drama, nongkrong, beli dimsum, ke pecel lele bang jek","no"
"@ageetarumi Keren ???? Sama kayak Vincent Desta kayaknya hehe","no"
"jujur berasa nonton vincent desta https://t.co/AwkEEwjiPY","no"
"@tvindonesiawkwk Vincent desta adalah pelawak yang ga merasa dirinya pelawak asli komedi terus wkwk","no"
"Pernah ketemu Rossa, Rizki Febian, Raisa, Yuki Kato, Daniel Mananta, Ryan Ibram, Niki Zefanya, Via Valen, Feby Rastanti, Gen Halilintar, Vincent, Desta, Vierratale juga","no"
"@AdjieSanPutro nonton vincent desta adalah healing terbaik","no"
"@KuroNekoBanser Vincent - Desta.","no"
"alasan tidak menonton tonight show adalah, kabita outfit yg dipake vincent desta, brand brand yg diidamkan anak skate tapi mahal!!","no"
"vincent desta","no"
"instead of yg ga lucu, mending yg lucu aj. gua paling suka vincent, desta, enzy, hesti udh paket lengkap","no"
"Bahkan seorang Maudy Ayunda berkata demikian... Lo udah nonton Vincent Desta Show bersama Maudy? Kalo belum, klik youtu.be/Rfg0uh4OxwA #Vindes #Kutipetik https://t.co/ynQpWANHz9","no"
"@ngemtot @KuroNekoBanser vincent desta kan memang bukan pelawak tapi presenter yang suka ngelawak ala tongkrongan hahaha","no"
"bintang emon, surya insomnia, vincent &amp; desta","no"
"@KuroNekoBanser Vincent desta","no"
"@unmagnetism Vincent desta","no"
"vincent desta","no"
"@StarkiTomi @cobeh2022 Beda selera kali. Coba sebut yang lucu menurut versimu? Mr. Bean, Komeng/Adul, Vincent/Desta, para komika?","no"
"@uusbiasaaja Vincent desta sih","no"
"@chroma_shin Bener... Gua aja suka SNSD karena mereka lawak banget. Mereka lebih ke group lawak buat gua daripada girlband. Sama kayak gua suka Vincent Desta walaupun mereka punya band. Hahahaha terlalu sempurna malah ngebosenin.","no"
"Lu tp ga rumit ya hidupnya? Gila prestasinya banyak banget -vincent Vincent desta aja ampe terkagum2 ama maudy ayunda Apalagi gua ?????? No words can explain how I adore her so much","no"
"@Ifat_Id vincent - Desta","no"
"???. Apa sih twitter. Stop nunjukin aku who to follow because I only follow my heart.; Tapi nggak difollback.. Hidup kadang begitu. Kadang Raffi Ahmad, kadang Gitasav, kadang Vincent Desta.","no"
"@justxxay @UNSfess_ kalo vincent desta termasuk apaan?","no"
"Vincent Desta Andre juarak sih menghiburnya??","no"
"Maudy ayunda, mba Nana eh ini artis apa politisi ya pokonya itu deh. Deny + wendy Cagur, Vincent desta","no"
"@syuthiks @tanyakanrl Di vindest di net apa di yt gt. Pokok y sama vincent desta","no"
"@radensiapa LU KENAL VINCENT DESTA DARI MANE","no"
"@radensiapa Vincent desta WKWKWKWK ??","no"
"@vernoncireng tonight show vincent desta enzye hesti kita ganti seungkwan hoshi dokyeom dino kyk going bss hari ini bisa kali ya","no"
"@vernoncireng IYA LAGI?? vincent desta vincent nya seungkwan desta nya?","no"
"@vindestwitt Oufitnya vincent &amp; desta lah ??","no"
"bang jordan sama bang ghiyas cocok gantiin vincent desta lo jadi hesti ya yo? mending gue jadi sofanya aja bareng kak tsabit di...dudukin..?","no"
"bang jordan sama bang ghiyas cocok gantiin vincent desta lo jadi hesti ya yo? mending gue jadi sofanya aja bareng kak tsabit","no"
"bang jordan sama bang ghiyas cocok gantiin vincent desta Hmm… tapi tetap tidak ada yang bisa menggantikan sosoknya yang indah.","no"
